Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
Terre des Hommes Netherlands,tdh_nl,4.5592705167173255,98.02631578947368,100.0,96.96048632218846,74.88651815709487,4.5592705167173255,98.02631578947368,100.0,96.96048632218846,74.88651815709487
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
The Access to Nutrition Foundation,atnf,6.666666666666667,40.0,33.33333333333333,93.33333333333333,43.33333333333333,6.666666666666667,40.0,33.33333333333333,93.33333333333333,43.33333333333333
The AGRI3 Fund,agri3_fund,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
The Asia Foundation,taf,16.666666666666664,83.33333333333334,50.0,66.66666666666666,54.166666666666664,16.666666666666664,83.33333333333334,50.0,66.66666666666666,54.166666666666664
The Carter Center,carter-center,-,-,-,-,0.0,-,-,-,-,0.0
the center for victimized women and children,cavwoc,-,-,-,-,0.0,-,-,-,-,0.0
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,28.57142857142857,100.0,50.0,100.0,69.64285714285714,28.57142857142857,100.0,50.0,100.0,69.64285714285714
The Climate Change Organisation,climate-group,-,-,-,-,0.0,-,-,-,-,0.0
The Coca-Cola Export Corporation,tccec,-,-,-,-,0.0,-,-,-,-,0.0
The Commonwealth Secretariat,commonwealthsecretariat,0.0,97.14285714285714,-,0.0,24.285714285714285,0.0,97.14285714285714,-,0.0,24.285714285714285
The Convention on Business Integrity,cbi-nigeria,-,-,-,-,0.0,-,-,-,-,0.0
The Education Commission,educomm,0.0,50.0,100.0,100.0,62.5,0.0,50.0,100.0,100.0,62.5
The Faraday Institution,thefaradayinstitution,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
The Foundation Center,foundation_center,-,-,-,-,0.0,-,-,-,-,0.0
The Fred Hollows Foundation (UK),fhfuk,-,-,-,-,0.0,-,-,-,-,0.0
The Freedom Fund,tff,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The Freedom Fund (US),tffus,-,-,-,-,0.0,-,-,-,-,0.0
The Global Alliance for Improved Nutrition,gain,71.0569105691057,80.3339517625232,83.71335504885994,7.317073170731707,60.60532263780514,71.0569105691057,80.3339517625232,83.71335504885994,7.317073170731707,60.60532263780514
The Global Center on Adaptation,gca,100.0,-,100.0,100.0,75.0,100.0,-,100.0,100.0,75.0
"The Global Development Incubator, Inc",gdi,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
The Global Forum on MSM & HIV (MSMGF),msmgf,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,100.0,100.0,100.0,99.68944099378882,99.9223602484472,100.0,100.0,100.0,99.68944099378882,99.9223602484472
The Global Initiative Against Transnational Organized Crime,gi-toc,-,-,-,-,0.0,-,-,-,-,0.0
the global steering group for impact investment,gsg,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
The Hague Academy for Local Governance,tha,14.285714285714285,100.0,0.0,100.0,53.57142857142857,14.285714285714285,100.0,0.0,100.0,53.57142857142857
The HALO Trust,halo,28.57142857142857,57.14285714285714,0.0,28.57142857142857,28.57142857142857,28.57142857142857,57.14285714285714,0.0,28.57142857142857,28.57142857142857
The Hunger Project Netherlands,thp_org,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Institute for Strategic Dialogue,isdglobal,-,-,-,-,0.0,-,-,-,-,0.0
The International Children's Trust,theict,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
The International Institute for Strategic Studies,iiss,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
The International Institute for Sustainable Development,iisd,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
The International Rescue Committee,irc_inc,65.9090909090909,84.21052631578947,91.17647058823529,95.45454545454545,84.18765831691528,65.9090909090909,84.21052631578947,91.17647058823529,95.45454545454545,84.18765831691528
The Legal Aid Forum,laf,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
The Leprosy Mission England and Wales,tlmew,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The Leprosy Mission Nepal,tlmnepal,0.0,100.0,66.66666666666666,100.0,66.66666666666666,0.0,100.0,66.66666666666666,100.0,66.66666666666666
The Liaison Office,tlo,-,-,-,-,0.0,-,-,-,-,0.0
The Mailman School of Public Health,mailman_school_of_public_health,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
The MENTOR Initiative,the_mentor_initiative,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
The National Association of Municipalities of Benin (ANCB),ancb_benin,-,-,-,-,0.0,-,-,-,-,0.0
The OPEC Fund for International Development (OFID),ofid,0.0,-,-,0.0,0.0,0.0,-,-,0.0,0.0
The Open University,open_university,0.0,100.0,90.0,100.0,72.5,0.0,100.0,90.0,100.0,72.5
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,miftah,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The Population Council, Inc.",populationcouncil,33.33333333333333,66.66666666666666,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,100.0,66.66666666666666,66.66666666666666
The Power of Nutrition,the_power_of_nutrition,0.0,61.53846153846154,33.33333333333333,100.0,48.717948717948715,0.0,61.53846153846154,33.33333333333333,100.0,48.717948717948715
The Princess Alia Foundation,paf_2018,-,-,-,-,0.0,-,-,-,-,0.0
The Proforest Initiative UK,pi-uk,-,-,-,-,0.0,-,-,-,-,0.0
The Queen Elizabeth Diamond Jubilee Trust,qedjt,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
The Salvation Army International Development UK,said-uk,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
The Samdhana Institute,samdhana_institute,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,96.44970414201184,100.0,-,100.0,74.11242603550296,96.44970414201184,100.0,-,100.0,74.11242603550296
"The University of Dodoma (UDOM), Tanzania",udom,-,-,-,-,0.0,-,-,-,-,0.0
The University of Manchester,uom,33.33333333333333,100.0,100.0,100.0,83.33333333333333,33.33333333333333,100.0,100.0,100.0,83.33333333333333
The University of Oxford,oxford,0.0,100.0,25.0,100.0,56.25,0.0,100.0,25.0,100.0,56.25
The University of Sheffield,tuos,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
"The University of the West of England, Bristol",uwe,-,-,-,-,0.0,-,-,-,-,0.0
The William and Flora Hewlett Foundation,hewlett-foundation,100.0,99.22680412371135,100.0,0.0,74.80670103092784,100.0,99.22680412371135,100.0,0.0,74.80670103092784
The World Bank,worldbank,99.05142286570144,97.81232009211284,-,98.40239640539191,73.81653484080155,99.05142286570144,97.81232009211284,-,98.40239640539191,73.81653484080155
Theatre for a Change Malawi,tfacmalawi,-,-,-,-,0.0,-,-,-,-,0.0
Theatre for a Change UK,tfac,-,-,-,-,0.0,-,-,-,-,0.0
Third World Network Africa,twnafrica,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Thomson Reuters Foundation,trf,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Tifa Foundation,tifa_foundation,-,-,-,-,0.0,-,-,-,-,0.0
Timber Trade Federation Ltd.,ttf,-,-,-,-,0.0,-,-,-,-,0.0
Timidria,timidria,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
TradeMark East Africa,tmea,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
TRAFFIC International,traffic,-,-,-,-,0.0,-,-,-,-,0.0
Traidcraft Exchange,traidcraft,-,-,-,-,0.0,-,-,-,-,0.0
TRAIDE Foundation,traide_foundation,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Transform Africa,transafrica19,-,-,-,-,0.0,-,-,-,-,0.0
transforma,transforma,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Transition International,ti_nl,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Transnational Institute,tni,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transparency International Bangladesh,tib,-,-,-,-,0.0,-,-,-,-,0.0
Transparency International Kenya,ti_kenya,-,-,-,-,0.0,-,-,-,-,0.0
Transparency International Secretariat,transparency-international,0.0,0.0,-,90.0,22.5,0.0,0.0,-,90.0,22.5
Transparency International UK,ti-uk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Transparently Lebanese,transparently_lebanese,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
TREE AID,treea,0.0,50.0,100.0,50.0,50.0,0.0,50.0,100.0,50.0,50.0
Triangle Génération Humanitaire,tgh,-,-,-,-,0.0,-,-,-,-,0.0
Trianglen,trianglen,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Trias,trias,-,-,-,-,0.0,-,-,-,-,0.0
Triggerise Ethiopia,trig,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Triple Line,tripleline_crownagents,0.0,-,100.0,0.0,25.0,0.0,-,100.0,0.0,25.0
Trocaire,trocaire,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
Trocaire (Northern Ireland),troc,50.0,0.0,-,100.0,37.5,50.0,0.0,-,100.0,37.5
Tropenbos International,tbi,36.36363636363637,100.0,35.294117647058826,100.0,67.9144385026738,36.36363636363637,100.0,35.294117647058826,100.0,67.9144385026738
Tropical Health and Education Trust,tropicalhealth,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Trust for Africa's Orphans,tao-03473165,-,-,-,-,0.0,-,-,-,-,0.0
Trust for Indigenous Culture and Health,ticah,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
TrustAfrica,trustafrica,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Twaweza,twaweza,0.0,100.0,-,0.0,25.0,0.0,100.0,-,100.0,50.0
Twin,twin-iati,-,-,-,100.0,25.0,-,-,-,100.0,25.0
Twynstra Gudde,twynstragudde,-,-,-,-,0.0,-,-,-,-,0.0
Uganda Martyrs University,umu,-,-,-,-,0.0,-,-,-,-,0.0
UHAI EASHRI,uhai-eashri,100.0,81.81818181818183,100.0,36.36363636363637,79.54545454545455,100.0,81.81818181818183,100.0,36.36363636363637,79.54545454545455
"UK - Department for Business, Energy and Industrial Strategy (BEIS)",beis,99.03381642512076,95.63106796116504,100.0,72.94685990338165,91.90293607241686,99.03381642512076,95.63106796116504,100.0,72.94685990338165,91.90293607241686
"UK - Department for Digital, Culture, Media and Sport",dcms,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,40.909090909090914,80.0,100.0,95.45454545454545,79.0909090909091,40.909090909090914,80.0,100.0,95.45454545454545,79.0909090909091
UK - Department for Work and Pensions,dwp,33.33333333333333,0.0,-,100.0,33.33333333333333,33.33333333333333,0.0,-,100.0,33.33333333333333
UK - Department of Health and Social Care (DHSC),dhsc,65.21739130434783,100.0,100.0,100.0,91.30434782608695,65.21739130434783,100.0,100.0,100.0,91.30434782608695
"UK - Foreign, Commonwealth and Development Office",fcdo,67.12871287128714,89.79833926453144,100.0,99.93399339933994,89.21526138378964,67.12871287128714,89.79833926453144,100.0,99.93399339933994,89.21526138378964
UK - Home Office,homeoffice,-,-,-,-,0.0,-,-,-,-,0.0
UK - Medical Research Council,mrc,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
UK - Ministry of Defence,ukmod,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
UK - Scottish Government,scottish_government,-,-,-,-,0.0,-,-,-,-,0.0
UK – Department for Education,dfe,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
UK-Med,uk-med,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
ULB-Coopération,ulbcoop,-,-,-,-,0.0,-,-,-,-,0.0
UN Global Compact Local Network UK,ungc-uk,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
UN Pooled Funds,unpf,0.0,99.98911505388048,-,100.0,49.99727876347012,0.0,99.98911505388048,-,100.0,49.99727876347012
UN Women,unw,100.0,95.67757009345794,0.0,100.0,73.91939252336448,100.0,95.67757009345794,0.0,100.0,73.91939252336448
UN-Habitat,unhabitat,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Unicef Belgium National Committee,ub,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
UNICEF Netherlands National Committee,unicefnl,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
Unie van Waterschappen,uvw,5.263157894736842,100.0,0.0,100.0,51.315789473684205,5.263157894736842,100.0,0.0,100.0,51.315789473684205
Unilever,ul,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Union des Villes et Communes de Wallonie (UVCW),uvcw,60.0,100.0,100.0,100.0,90.0,60.0,100.0,100.0,100.0,90.0
Union of Agricultural Work Committees,uawc,-,-,-,-,0.0,-,-,-,-,0.0
UNITAID,utd,97.5609756097561,97.05882352941177,-,92.6829268292683,71.82568149210904,97.5609756097561,97.05882352941177,-,92.6829268292683,71.82568149210904
United Disabled Persons of Kenya,udpk,-,-,-,-,0.0,-,-,-,-,0.0
United Mission to Nepal,umn,-,-,-,-,0.0,-,-,-,-,0.0
United Nations Capital Development Fund,uncdf,0.0,100.0,-,40.0,35.0,0.0,100.0,-,40.0,35.0
United Nations Central Emergency Response Fund (CERF),cerf,1.215277777777778,99.63245688436528,100.0,100.0,75.21193366553577,1.215277777777778,99.63245688436528,100.0,100.0,75.21193366553577
United Nations Children's Fund (UNICEF),unicef,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
United Nations Development Coordination Office,undco,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
United Nations Development Programme (UNDP),undp,100.0,98.07812305004367,13.608495730238667,99.57428228359349,77.81522526596896,100.0,98.07812305004367,13.608495730238667,99.57428228359349,77.81522526596896
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
United Nations Environment Programme (UNEP),un-environment,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
United Nations Foundation,unf,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
United Nations High Commissioner for Refugees (UNHCR),unhcr,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
United Nations Industrial Development Organization (UNIDO),unido,0.0,84.60013218770655,0.0,94.70752089136491,44.826913269767864,0.0,84.60013218770655,0.0,94.70752089136491,44.826913269767864
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,-,-,-,-,0.0,-,-,-,-,0.0
United Nations Office for Project Services (UNOPS),unops,0.21310602024507191,100.0,-,100.0,50.05327650506127,0.21310602024507191,100.0,-,100.0,50.05327650506127
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
United Nations Population Fund,unfpa,100.0,-,100.0,100.0,75.0,100.0,-,100.0,100.0,75.0
United Nations World Food Programme (WFP),wfp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
United Purpose,cu,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
United States,unitedstates,91.36583550427987,93.56159285448456,100.0,90.24934871604019,93.79419426870115,91.36583550427987,93.56159285448456,100.0,90.24934871604019,93.79419426870115
United States Agency for International Development (USAID),usaid,98.15421581476627,89.48241146511904,100.0,0.08737439930100481,71.93100041979658,98.15421581476627,89.48241146511904,100.0,0.08737439930100481,71.93100041979658
United Work,united_work,-,-,-,-,0.0,-,-,-,-,0.0
United World Schools,uws,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
Universidad de los Andes,uand_2020,-,-,-,-,0.0,-,-,-,-,0.0
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Universiteit Leiden,universiteit_leiden,100.0,50.0,50.0,100.0,75.0,100.0,50.0,50.0,100.0,75.0
Universiti Malaya,rmc_um,-,-,-,-,0.0,-,-,-,-,0.0
University College London,ucl,-,-,-,-,0.0,-,-,-,-,0.0
University of Amsterdam,uva_org,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
University of Birmingham,universityofbirmingham,25.0,50.0,-,75.0,37.5,25.0,50.0,-,75.0,37.5
University of Cape Town,uct,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
University of Central Lancashire,uclan,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
University of Dar es Salaam,udsm-cbs,-,-,-,-,0.0,-,-,-,-,0.0
University of Dundee,uodcepmlp,0.0,0.0,-,66.66666666666666,16.666666666666664,0.0,0.0,-,66.66666666666666,16.666666666666664
University of Edinburgh,uoe,33.33333333333333,100.0,33.33333333333333,33.33333333333333,49.999999999999986,33.33333333333333,100.0,33.33333333333333,33.33333333333333,49.999999999999986
University of Kinshasa,dspd_unikin,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
University of Leeds,leedsuni,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
University Of Liverpool,uol,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
University of Nottingham,uni_of_nottingham,-,-,-,-,0.0,-,-,-,-,0.0
University of York,uoy,-,-,-,-,0.0,-,-,-,-,0.0
University Of Zimbabwe,1-uz,-,-,-,-,0.0,-,-,-,-,0.0
University Putra Malaysia,upm,-,-,-,-,0.0,-,-,-,-,0.0
University Twente,utwente,-,-,-,-,0.0,-,-,-,-,0.0
Upper Quartile,uq,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Urgent Action Fund for Women's Human Rights,uaf,25.0,75.0,100.0,100.0,75.0,25.0,75.0,100.0,100.0,75.0
Urgent Action Fund Latin America and the Caribbean,uafla,-,-,-,-,0.0,-,-,-,-,0.0
Urgent Action Fund-Africa,uaf-africa,25.0,100.0,100.0,100.0,81.25,25.0,100.0,100.0,100.0,81.25
UTZ,utz,-,-,-,-,0.0,-,-,-,-,0.0
UWEZO Youth Empowerment,uwezo_youth_empowerment,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Varkey Foundation,varkeyfoundation,0.0,51.28205128205128,55.55555555555556,0.0,26.70940170940171,0.0,51.28205128205128,55.55555555555556,0.0,26.70940170940171
VEI (Vitens-Evides International),vei_nl,75.0,100.0,75.0,100.0,87.5,75.0,100.0,75.0,100.0,87.5
Vera Solutions,vera-solutions,-,-,-,-,0.0,-,-,-,-,0.0
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,-,-,-,-,0.0,-,-,-,-,0.0
VIA Don Bosco,via-db,-,-,-,-,0.0,-,-,-,-,0.0
Village Enterprise,villageenterprise,-,-,-,-,0.0,-,-,-,-,0.0
Village Water Ltd,villagewater,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Vision Aid Overseas,vao,100.0,0.0,-,100.0,50.0,100.0,0.0,-,100.0,50.0
Vision for a Nation Foundation,vfan,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
VisionFund International,vfi,-,-,-,-,0.0,-,-,-,-,0.0
Viva,viva,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Viva Salud,g3w-m3m_admin,-,-,-,-,0.0,-,-,-,-,0.0
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,-,-,-,-,0.0,-,-,-,-,0.0
VNG International,vngi,57.14285714285714,-,-,100.0,39.285714285714285,57.14285714285714,-,-,100.0,39.285714285714285
Voluntary Health Association of India,vhai-org,-,-,-,-,0.0,-,-,-,-,0.0
Voluntary Service Overseas (VSO),vso,40.0,100.0,66.66666666666666,80.0,71.66666666666666,40.0,100.0,66.66666666666666,80.0,71.66666666666666
VVOB Education for Development,vvob,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,100.0,100.0,80.0,60.0,85.0,100.0,100.0,80.0,60.0,85.0
Wala Ltd,walaltd,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
War Child Canada,wcc,-,-,-,-,0.0,-,-,-,-,0.0
War Child Holland,warchildholland,36.36363636363637,0.0,-,36.36363636363637,18.181818181818183,36.36363636363637,0.0,-,36.36363636363637,18.181818181818183
War Child UK,wcuk,36.84210526315789,89.74358974358975,4.761904761904762,92.98245614035088,56.08251397725082,36.84210526315789,89.74358974358975,4.761904761904762,92.98245614035088,56.08251397725082
War on Want,waronwant,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
War on Want NI,wowni,-,-,-,-,0.0,-,-,-,-,0.0
WASH Alliance International,wai,-,-,-,-,0.0,-,-,-,-,0.0
WASTE advisers on urban environment and development,waste,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
WasteAid UK,wasteaid,0.0,80.0,-,40.0,30.0,0.0,80.0,-,40.0,30.0
Water & Land Resource Center - Addis Ababa University,wlrc_aau,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Water & Sanitation for the Urban Poor (WSUP),wsup,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Water Finance Facility,wff,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Water for People,w4p,-,-,-,-,0.0,-,-,-,-,0.0
Water Integrity Network Association,win,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
Water Witness International,water-witness-international,0.0,100.0,16.666666666666664,16.666666666666664,33.33333333333333,0.0,100.0,16.666666666666664,16.666666666666664,33.33333333333333
Water Works,waterworks,-,-,-,-,0.0,-,-,-,-,0.0
WaterAid,wateraid,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Wayamo Foundation,wayamo,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
We Effect,weeffect,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
We World - GVC Onlus,ww-gvc,-,-,-,-,0.0,-,-,-,-,0.0
Welbodi Partnership,welbodipartnership,-,-,-,-,0.0,-,-,-,-,0.0
Wellfound,wellfound,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Welsh Centre for International Affairs,wcia,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Welthungerhilfe,whh,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Wemos Foundation,wemos,100.0,87.5,100.0,100.0,96.875,100.0,87.5,100.0,100.0,96.875
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
West Africa Network for Peacebuilding,wanep,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Westminster Foundation for Democracy,wfd,0.0,0.0,-,20.0,5.0,0.0,0.0,-,20.0,5.0
Wetlands International,wi,-,-,-,-,0.0,-,-,-,-,0.0
Wildlife Conservation Society,wcs,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
WILPF,wilpf_22,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Win Win Strategies,wws,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Windle Trust Kenya,wtk,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
WNF Wereld Natuur Fonds,wnf,50.0,50.0,75.0,87.5,65.625,50.0,50.0,75.0,87.5,65.625
"WO=MEN, Dutch Gender Platform",wo-men,33.33333333333333,33.33333333333333,100.0,100.0,66.66666666666666,33.33333333333333,33.33333333333333,100.0,100.0,66.66666666666666
Wolayita Development Association,woda_0486,-,-,-,-,0.0,-,-,-,-,0.0
Womankind Worldwide,womankindworld,11.11111111111111,55.55555555555556,66.66666666666666,100.0,58.33333333333333,11.11111111111111,55.55555555555556,66.66666666666666,100.0,58.33333333333333
Women and Children First (UK),wcf,-,-,-,-,0.0,-,-,-,-,0.0
Women Challenged to Challenge,wctc,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Women Engage for a Common Future,wecf,100.0,100.0,21.428571428571427,100.0,80.35714285714286,100.0,100.0,21.428571428571427,100.0,80.35714285714286
Women Environmental Programme,wep,9.090909090909092,63.63636363636363,0.0,90.9090909090909,40.90909090909091,9.090909090909092,63.63636363636363,0.0,90.9090909090909,40.90909090909091
Women for Women International (UK),wfwiuk,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Women Peacemakers Program,wpp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Women's Action Group,wag-1983,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Women's Centre for Legal Aid and Counselling,wclac,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Women's Environment & Development Organization,wedo,-,-,-,-,0.0,-,-,-,-,0.0
Women's Fund Asia,wf-asia,83.33333333333334,100.0,100.0,83.33333333333334,91.66666666666669,83.33333333333334,100.0,100.0,83.33333333333334,91.66666666666669
Women's Global Network on Reproductive Rights,wgnrr_iati,-,-,-,-,0.0,-,-,-,-,0.0
Women's International Peace Centre,wipc,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Women's Refugee Commission,w_r_c,-,-,-,-,0.0,-,-,-,-,0.0
World Agroforestry Centre,icraf_,-,-,-,-,0.0,-,-,-,-,0.0
World Association for Christian Communication (UK),wacc-uk,-,-,-,-,0.0,-,-,-,-,0.0
World Bank Trust Funds,wbtf,100.0,-,-,100.0,50.0,100.0,-,-,100.0,50.0
World Benchmarking Alliance Foundation,wba,9.090909090909092,10.0,10.0,100.0,32.27272727272727,9.090909090909092,10.0,10.0,100.0,32.27272727272727
